Site ,Date ,Ordinal Date,Year,GPP,Hurricane,,,,,,,,,,,,,,,,,,,
Texas,4/7/2000,97,2000,0.599654946,NA,,,,,,,,,,,,,,,,,,,
Texas,4/23/2000,113,2000,0.649358441,NA,,,,,,,,,,,,,,,,,,,
Texas,5/9/2000,129,2000,0.731475148,NA,,,,,,,,,,,,,,,,,,,
Texas,5/25/2000,145,2000,0.802127843,NA,,,,,,,,,,,,,,,,,,,
Texas,6/10/2000,161,2000,0.876085712,NA,,,,,,,,,,,,,,,,,,,
Texas,6/26/2000,177,2000,0.936772443,NA,,,,,,,,,,,,,,,,,,,
Texas,7/12/2000,193,2000,0.848432062,NA,,,,,,,,,,,,,,,,,,,
Texas,7/28/2000,209,2000,0.766699295,NA,,,,,,,,,,,,,,,,,,,
Texas,8/13/2000,225,2000,0.77274523,NA,,,,,,,,,,,,,,,,,,,
Texas,8/29/2000,241,2000,0.718365429,NA,,,,,,,,,,,,,,,,,,,
Texas,9/14/2000,258,2000,0.650625906,NA,,,,,,,,,,,,,,,,,,,
Texas,9/30/2000,273,2000,0.444485321,NA,,,,,,,,,,,,,,,,,,,
Texas,10/16/2000,289,2000,0.420933761,NA,,,,,,,,,,,,,,,,,,,
Texas,11/1/2000,305,2000,0.210154369,NA,,,,,,,,,,,,,,,,,,,
Texas,11/17/2000,321,2000,0.141536346,NA,,,,,,,,,,,,,,,,,,,
Texas,12/3/2000,337,2000,0.105830974,NA,,,,,,,,,,,,,,,,,,,
Texas,12/19/2000,353,2000,0.095180451,NA,,,,,,,,,,,,,,,,,,,
Texas,1/1/2001,1,2001,0.101141677,NA,,,,,,,,,,,,,,,,,,,
Texas,1/17/2001,17,2001,0.1058442,NA,,,,,,,,,,,,,,,,,,,
Texas,2/2/2001,33,2001,0.138325114,NA,,,,,,,,,,,,,,,,,,,
Texas,2/18/2001,49,2001,0.158940281,NA,,,,,,,,,,,,,,,,,,,
Texas,3/6/2001,65,2001,0.286156239,NA,,,,,,,,,,,,,,,,,,,
Texas,3/22/2001,81,2001,0.417273614,NA,,,,,,,,,,,,,,,,,,,
Texas,4/7/2001,97,2001,0.690374098,NA,,,,,,,,,,,,,,,,,,,
Texas,4/23/2001,113,2001,0.719097708,NA,,,,,,,,,,,,,,,,,,,
Texas,5/9/2001,129,2001,0.981214133,NA,,,,,,,,,,,,,,,,,,,
Texas,5/25/2001,145,2001,0.789538256,NA,,,,,,,,,,,,,,,,,,,
Texas,6/10/2001,161,2001,0.927255349,NA,,,,,,,,,,,,,,,,,,,
Texas,6/26/2001,177,2001,0.91699933,NA,,,,,,,,,,,,,,,,,,,
Texas,7/12/2001,193,2001,0.876966729,NA,,,,,,,,,,,,,,,,,,,
Texas,7/28/2001,209,2001,0.899004272,NA,,,,,,,,,,,,,,,,,,,
Texas,8/13/2001,225,2001,0.769632403,NA,,,,,,,,,,,,,,,,,,,
Texas,8/29/2001,241,2001,0.654837671,NA,,,,,,,,,,,,,,,,,,,
Texas,9/14/2001,258,2001,0.647735554,NA,,,,,,,,,,,,,,,,,,,
Texas,9/30/2001,273,2001,0.462647562,NA,,,,,,,,,,,,,,,,,,,
Texas,10/16/2001,289,2001,0.407634502,NA,,,,,,,,,,,,,,,,,,,
Texas,11/1/2001,305,2001,0.335812354,NA,,,,,,,,,,,,,,,,,,,
Texas,11/17/2001,321,2001,0.218921371,NA,,,,,,,,,,,,,,,,,,,
Texas,12/3/2001,337,2001,0.150393515,NA,,,,,,,,,,,,,,,,,,,
Texas,12/19/2001,353,2001,0.131623741,NA,,,,,,,,,,,,,,,,,,,
Texas,1/1/2002,1,2002,0.09017617,NA,,,,,,,,,,,,,,,,,,,
Texas,1/17/2002,17,2002,0.116710809,NA,,,,,,,,,,,,,,,,,,,
Texas,2/2/2002,33,2002,0.104169353,NA,,,,,,,,,,,,,,,,,,,
Texas,2/18/2002,49,2002,0.126223031,NA,,,,,,,,,,,,,,,,,,,
Texas,3/6/2002,65,2002,0.202072873,NA,,,,,,,,,,,,,,,,,,,
Texas,3/22/2002,81,2002,0.263380629,NA,,,,,,,,,,,,,,,,,,,
Texas,4/7/2002,97,2002,0.562761066,NA,,,,,,,,,,,,,,,,,,,
Texas,4/23/2002,113,2002,0.880008975,NA,,,,,,,,,,,,,,,,,,,
Texas,5/9/2002,129,2002,0.783783934,NA,,,,,,,,,,,,,,,,,,,
Texas,5/25/2002,145,2002,0.908465772,NA,,,,,,,,,,,,,,,,,,,
Texas,6/10/2002,161,2002,0.918423545,NA,,,,,,,,,,,,,,,,,,,
Texas,6/26/2002,177,2002,0.779173792,NA,,,,,,,,,,,,,,,,,,,
Texas,7/12/2002,193,2002,0.765353717,NA,,,,,,,,,,,,,,,,,,,
Texas,7/28/2002,209,2002,0.830181933,NA,,,,,,,,,,,,,,,,,,,
Texas,8/13/2002,225,2002,0.735080272,NA,,,,,,,,,,,,,,,,,,,
Texas,8/29/2002,241,2002,0.583649322,NA,,,,,,,,,,,,,,,,,,,
Texas,9/14/2002,258,2002,0.538336612,NA,,,,,,,,,,,,,,,,,,,
Texas,9/30/2002,273,2002,0.436414105,NA,,,,,,,,,,,,,,,,,,,
Texas,10/16/2002,289,2002,0.225971681,NA,,,,,,,,,,,,,,,,,,,
Texas,11/1/2002,305,2002,0.233394253,NA,,,,,,,,,,,,,,,,,,,
Texas,11/17/2002,321,2002,0.162575121,NA,,,,,,,,,,,,,,,,,,,
Texas,12/3/2002,337,2002,0.078464587,NA,,,,,,,,,,,,,,,,,,,
Texas,12/19/2002,353,2002,0.077936581,NA,,,,,,,,,,,,,,,,,,,
Texas,1/1/2003,1,2003,0.08356934,NA,,,,,,,,,,,,,,,,,,,
Texas,1/17/2003,17,2003,0.065249817,NA,,,,,,,,,,,,,,,,,,,
Texas,2/2/2003,33,2003,0.064386163,NA,,,,,,,,,,,,,,,,,,,
Texas,2/18/2003,49,2003,0.086065295,NA,,,,,,,,,,,,,,,,,,,
Texas,3/6/2003,65,2003,0.198461894,NA,,,,,,,,,,,,,,,,,,,
Texas,3/22/2003,81,2003,0.292192254,NA,,,,,,,,,,,,,,,,,,,
Texas,4/7/2003,97,2003,0.431522889,NA,,,,,,,,,,,,,,,,,,,
Texas,4/23/2003,113,2003,0.748162057,NA,,,,,,,,,,,,,,,,,,,
Texas,5/9/2003,129,2003,0.924806768,NA,,,,,,,,,,,,,,,,,,,
Texas,5/25/2003,145,2003,0.914511732,NA,,,,,,,,,,,,,,,,,,,
Texas,6/10/2003,161,2003,0.82908623,NA,,,,,,,,,,,,,,,,,,,
Texas,6/26/2003,177,2003,0.814014541,NA,,,,,,,,,,,,,,,,,,,
Texas,7/12/2003,193,2003,0.919792586,NA,,,,,,,,,,,,,,,,,,,
Texas,7/28/2003,209,2003,0.835833334,NA,,,,,,,,,,,,,,,,,,,
Texas,8/13/2003,225,2003,0.680113486,NA,,,,,,,,,,,,,,,,,,,
Texas,8/29/2003,241,2003,0.621473007,NA,,,,,,,,,,,,,,,,,,,
Texas,9/14/2003,258,2003,0.542231015,NA,,,,,,,,,,,,,,,,,,,
Texas,9/30/2003,273,2003,0.471741193,NA,,,,,,,,,,,,,,,,,,,
Texas,10/16/2003,289,2003,0.419104433,NA,,,,,,,,,,,,,,,,,,,
Texas,11/1/2003,305,2003,0.315527064,NA,,,,,,,,,,,,,,,,,,,
Texas,11/17/2003,321,2003,0.209359924,NA,,,,,,,,,,,,,,,,,,,
Texas,12/3/2003,337,2003,0.134452522,NA,,,,,,,,,,,,,,,,,,,
Texas,12/19/2003,353,2003,0.140817793,NA,,,,,,,,,,,,,,,,,,,
Texas,1/1/2004,1,2004,0.088058755,NA,,,,,,,,,,,,,,,,,,,
Texas,1/17/2004,17,2004,0.098552973,NA,,,,,,,,,,,,,,,,,,,
Texas,2/2/2004,33,2004,0.082272559,NA,,,,,,,,,,,,,,,,,,,
Texas,2/18/2004,49,2004,0.141651947,NA,,,,,,,,,,,,,,,,,,,
Texas,3/6/2004,65,2004,0.231237449,NA,,,,,,,,,,,,,,,,,,,
Texas,3/22/2004,81,2004,0.423829763,NA,,,,,,,,,,,,,,,,,,,
Texas,4/7/2004,97,2004,0.586543246,NA,,,,,,,,,,,,,,,,,,,
Texas,4/23/2004,113,2004,0.683885367,NA,,,,,,,,,,,,,,,,,,,
Texas,5/9/2004,129,2004,0.744337824,NA,,,,,,,,,,,,,,,,,,,
Texas,5/25/2004,145,2004,0.892040503,NA,,,,,,,,,,,,,,,,,,,
Texas,6/10/2004,161,2004,0.857294826,NA,,,,,,,,,,,,,,,,,,,
Texas,6/26/2004,177,2004,0.817633337,NA,,,,,,,,,,,,,,,,,,,
Texas,7/12/2004,193,2004,0.890478537,NA,,,,,,,,,,,,,,,,,,,
Texas,7/28/2004,209,2004,0.801552128,NA,,,,,,,,,,,,,,,,,,,
Texas,8/13/2004,225,2004,0.77120704,NA,,,,,,,,,,,,,,,,,,,
Texas,8/29/2004,241,2004,0.625468053,NA,,,,,,,,,,,,,,,,,,,
Texas,9/14/2004,258,2004,0.727372614,NA,,,,,,,,,,,,,,,,,,,
Texas,9/30/2004,273,2004,0.456697953,NA,,,,,,,,,,,,,,,,,,,
Texas,10/16/2004,289,2004,0.503038106,NA,,,,,,,,,,,,,,,,,,,
Texas,11/1/2004,305,2004,0.274771175,NA,,,,,,,,,,,,,,,,,,,
Texas,11/17/2004,321,2004,0.17297344,NA,,,,,,,,,,,,,,,,,,,
Texas,12/3/2004,337,2004,0.123079277,NA,,,,,,,,,,,,,,,,,,,
Texas,12/19/2004,353,2004,0.082452319,NA,,,,,,,,,,,,,,,,,,,
Texas,1/1/2005,1,2005,0.096269844,NA,,,,,,,,,,,,,,,,,,,
Texas,1/17/2005,17,2005,0.089622917,NA,,,,,,,,,,,,,,,,,,,
Texas,2/2/2005,33,2005,0.086287398,NA,,,,,,,,,,,,,,,,,,,
Texas,2/18/2005,49,2005,0.136028884,NA,,,,,,,,,,,,,,,,,,,
Texas,3/6/2005,65,2005,0.223065623,NA,,,,,,,,,,,,,,,,,,,
Texas,3/22/2005,81,2005,0.305599644,NA,,,,,,,,,,,,,,,,,,,
Texas,4/7/2005,97,2005,0.486656076,NA,,,,,,,,,,,,,,,,,,,
Texas,4/23/2005,113,2005,0.558303175,NA,,,,,,,,,,,,,,,,,,,
Texas,5/9/2005,129,2005,0.782322302,NA,,,,,,,,,,,,,,,,,,,
Texas,5/25/2005,145,2005,0.801079918,NA,,,,,,,,,,,,,,,,,,,
Texas,6/10/2005,161,2005,0.948777913,NA,,,,,,,,,,,,,,,,,,,
Texas,6/26/2005,177,2005,0.847551565,NA,,,,,,,,,,,,,,,,,,,
Texas,7/12/2005,193,2005,0.695625288,NA,,,,,,,,,,,,,,,,,,,
Texas,7/28/2005,209,2005,0.897172642,NA,,,,,,,,,,,,,,,,,,,
Texas,8/13/2005,225,2005,0.758156628,NA,,,,,,,,,,,,,,,,,,,
Texas,8/29/2005,241,2005,0.664079495,NA,,,,,,,,,,,,,,,,,,,
Texas,9/14/2005,258,2005,0.622431566,NA,,,,,,,,,,,,,,,,,,,
Texas,9/30/2005,273,2005,0.451404149,NA,,,,,,,,,,,,,,,,,,,
Texas,10/16/2005,289,2005,0.389485539,NA,,,,,,,,,,,,,,,,,,,
Texas,11/1/2005,305,2005,0.28504485,NA,,,,,,,,,,,,,,,,,,,
Texas,11/17/2005,321,2005,0.171605833,NA,,,,,,,,,,,,,,,,,,,
Texas,12/3/2005,337,2005,0.105664029,NA,,,,,,,,,,,,,,,,,,,
Texas,12/19/2005,353,2005,0.151069134,NA,,,,,,,,,,,,,,,,,,,
Texas,1/1/2006,1,2006,0.185147335,NA,,,,,,,,,,,,,,,,,,,
Texas,1/17/2006,17,2006,0.136141265,NA,,,,,,,,,,,,,,,,,,,
Texas,2/2/2006,33,2006,0.159244725,NA,,,,,,,,,,,,,,,,,,,
Texas,2/18/2006,49,2006,0.166045265,NA,,,,,,,,,,,,,,,,,,,
Texas,3/6/2006,65,2006,0.280245914,NA,,,,,,,,,,,,,,,,,,,
Texas,3/22/2006,81,2006,0.358171882,NA,,,,,,,,,,,,,,,,,,,
Texas,4/7/2006,97,2006,0.60453077,NA,,,,,,,,,,,,,,,,,,,
Texas,4/23/2006,113,2006,0.648186479,NA,,,,,,,,,,,,,,,,,,,
Texas,5/9/2006,129,2006,0.743097524,NA,,,,,,,,,,,,,,,,,,,
Texas,5/25/2006,145,2006,0.788613873,NA,,,,,,,,,,,,,,,,,,,
Texas,6/10/2006,161,2006,0.794973201,NA,,,,,,,,,,,,,,,,,,,
Texas,6/26/2006,177,2006,0.652418512,NA,,,,,,,,,,,,,,,,,,,
Texas,7/12/2006,193,2006,0.760038653,NA,,,,,,,,,,,,,,,,,,,
Texas,7/28/2006,209,2006,0.924418313,NA,,,,,,,,,,,,,,,,,,,
Texas,8/13/2006,225,2006,0.787701829,NA,,,,,,,,,,,,,,,,,,,
Texas,8/29/2006,241,2006,0.634403711,NA,,,,,,,,,,,,,,,,,,,
Texas,9/14/2006,258,2006,0.677054256,NA,,,,,,,,,,,,,,,,,,,
Texas,9/30/2006,273,2006,0.52105141,NA,,,,,,,,,,,,,,,,,,,
Texas,10/16/2006,289,2006,0.309088469,NA,,,,,,,,,,,,,,,,,,,
Texas,11/1/2006,305,2006,0.284513086,NA,,,,,,,,,,,,,,,,,,,
Texas,11/17/2006,321,2006,0.216125997,NA,,,,,,,,,,,,,,,,,,,
Texas,12/3/2006,337,2006,0.143770613,NA,,,,,,,,,,,,,,,,,,,
Texas,12/19/2006,353,2006,0.089661936,NA,,,,,,,,,,,,,,,,,,,
Texas,1/1/2007,1,2007,0.104443672,NA,,,,,,,,,,,,,,,,,,,
Texas,1/17/2007,17,2007,0.042104113,NA,,,,,,,,,,,,,,,,,,,
Texas,2/2/2007,33,2007,0.095053326,NA,,,,,,,,,,,,,,,,,,,
Texas,2/18/2007,49,2007,0.175515036,NA,,,,,,,,,,,,,,,,,,,
Texas,3/6/2007,65,2007,0.297569869,NA,,,,,,,,,,,,,,,,,,,
Texas,3/22/2007,81,2007,0.446793375,NA,,,,,,,,,,,,,,,,,,,
Texas,4/7/2007,97,2007,0.406940361,NA,,,,,,,,,,,,,,,,,,,
Texas,4/23/2007,113,2007,0.637470092,NA,,,,,,,,,,,,,,,,,,,
Texas,5/9/2007,129,2007,0.717139309,NA,,,,,,,,,,,,,,,,,,,
Texas,5/25/2007,145,2007,0.885331525,NA,,,,,,,,,,,,,,,,,,,
Texas,6/10/2007,161,2007,0.778330566,NA,,,,,,,,,,,,,,,,,,,
Texas,6/26/2007,177,2007,0.646781348,NA,,,,,,,,,,,,,,,,,,,
Texas,7/12/2007,193,2007,0.65857145,NA,,,,,,,,,,,,,,,,,,,
Texas,7/28/2007,209,2007,0.773492806,NA,,,,,,,,,,,,,,,,,,,
Texas,8/13/2007,225,2007,0.722593833,NA,,,,,,,,,,,,,,,,,,,
Texas,8/29/2007,241,2007,0.412188328,NA,,,,,,,,,,,,,,,,,,,
Texas,9/14/2007,258,2007,0.605461527,NA,,,,,,,,,,,,,,,,,,,
Texas,9/30/2007,273,2007,0.497011489,NA,,,,,,,,,,,,,,,,,,,
Texas,10/16/2007,289,2007,0.306302677,NA,,,,,,,,,,,,,,,,,,,
Texas,11/1/2007,305,2007,0.215937524,NA,,,,,,,,,,,,,,,,,,,
Texas,11/17/2007,321,2007,0.107671001,NA,,,,,,,,,,,,,,,,,,,
Texas,12/3/2007,337,2007,0.169344282,NA,,,,,,,,,,,,,,,,,,,
Texas,12/19/2007,353,2007,0.153941792,NA,,,,,,,,,,,,,,,,,,,
Texas,1/1/2008,1,2008,0.109322137,Ike,,,,,,,,,,,,,,,,,,,
Texas,1/17/2008,17,2008,0.05486592,Ike,,,,,,,,,,,,,,,,,,,
Texas,2/2/2008,33,2008,0.145101492,Ike,,,,,,,,,,,,,,,,,,,
Texas,2/18/2008,49,2008,0.162077429,Ike,,,,,,,,,,,,,,,,,,,
Texas,3/6/2008,65,2008,0.226173174,Ike,,,,,,,,,,,,,,,,,,,
Texas,3/22/2008,81,2008,0.344811994,Ike,,,,,,,,,,,,,,,,,,,
Texas,4/7/2008,97,2008,0.48171443,Ike,,,,,,,,,,,,,,,,,,,
Texas,4/23/2008,113,2008,0.613140247,Ike,,,,,,,,,,,,,,,,,,,
Texas,5/9/2008,129,2008,0.693867894,Ike,,,,,,,,,,,,,,,,,,,
Texas,5/25/2008,145,2008,0.907466459,Ike,,,,,,,,,,,,,,,,,,,
Texas,6/10/2008,161,2008,0.846194689,Ike,,,,,,,,,,,,,,,,,,,
Texas,6/26/2008,177,2008,0.787344409,Ike,,,,,,,,,,,,,,,,,,,
Texas,7/12/2008,193,2008,0.779325018,Ike,,,,,,,,,,,,,,,,,,,
Texas,7/28/2008,209,2008,0.792629369,Ike,,,,,,,,,,,,,,,,,,,
Texas,8/13/2008,225,2008,0.722638717,Ike,,,,,,,,,,,,,,,,,,,
Texas,8/29/2008,241,2008,0.670961746,Ike,,,,,,,,,,,,,,,,,,,
Texas,9/14/2008,258,2008,0.250668974,Ike,,,,,,,,,,,,,,,,,,,
Texas,9/30/2008,273,2008,0.294105572,Ike,,,,,,,,,,,,,,,,,,,
Texas,10/16/2008,289,2008,0.227312084,Ike,,,,,,,,,,,,,,,,,,,
Texas,11/1/2008,305,2008,0.17488087,Ike,,,,,,,,,,,,,,,,,,,
Texas,11/17/2008,321,2008,0.123557611,Ike,,,,,,,,,,,,,,,,,,,
Texas,12/3/2008,337,2008,0.069333564,Ike,,,,,,,,,,,,,,,,,,,
Texas,12/19/2008,353,2008,0.057401037,Ike,,,,,,,,,,,,,,,,,,,
Texas,1/1/2009,1,2009,0.074332809,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,1/17/2009,17,2009,0.076421473,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,2/2/2009,33,2009,0.085811716,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,2/18/2009,49,2009,0.108239437,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,3/6/2009,65,2009,0.175748657,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,3/22/2009,81,2009,0.220455811,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,4/7/2009,97,2009,0.23258208,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,4/23/2009,113,2009,0.360856669,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,5/9/2009,129,2009,0.551471174,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,5/25/2009,145,2009,0.659029738,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,6/10/2009,161,2009,0.826852371,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,6/26/2009,177,2009,0.718460108,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,7/12/2009,193,2009,0.666661937,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,7/28/2009,209,2009,0.732828814,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,8/13/2009,225,2009,0.656755863,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,8/29/2009,241,2009,0.589289345,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,9/14/2009,258,2009,0.440803213,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,9/30/2009,273,2009,0.434715133,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,10/16/2009,289,2009,0.237736173,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,11/1/2009,305,2009,0.229025678,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,11/17/2009,321,2009,0.129080401,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,12/3/2009,337,2009,0.058762235,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,12/19/2009,353,2009,0.096403588,year after Ike,,,,,,,,,,,,,,,,,,,
Texas,1/1/2010,1,2010,0.061007723,NA,,,,,,,,,,,,,,,,,,,
Texas,1/17/2010,17,2010,0.09687712,NA,,,,,,,,,,,,,,,,,,,
Texas,2/2/2010,33,2010,0.069451291,NA,,,,,,,,,,,,,,,,,,,
Texas,2/18/2010,49,2010,0.125250173,NA,,,,,,,,,,,,,,,,,,,
Texas,3/6/2010,65,2010,0.19454435,NA,,,,,,,,,,,,,,,,,,,
Texas,3/22/2010,81,2010,0.30029017,NA,,,,,,,,,,,,,,,,,,,
Texas,4/7/2010,97,2010,0.510544292,NA,,,,,,,,,,,,,,,,,,,
Texas,4/23/2010,113,2010,0.663296307,NA,,,,,,,,,,,,,,,,,,,
Texas,5/9/2010,129,2010,0.779641216,NA,,,,,,,,,,,,,,,,,,,
Texas,5/25/2010,145,2010,0.889151736,NA,,,,,,,,,,,,,,,,,,,
Texas,6/10/2010,161,2010,0.935002373,NA,,,,,,,,,,,,,,,,,,,
Texas,6/26/2010,177,2010,0.777740054,NA,,,,,,,,,,,,,,,,,,,
Texas,7/12/2010,193,2010,0.827207934,NA,,,,,,,,,,,,,,,,,,,
Texas,7/28/2010,209,2010,0.764870193,NA,,,,,,,,,,,,,,,,,,,
Texas,8/13/2010,225,2010,0.692253932,NA,,,,,,,,,,,,,,,,,,,
Texas,8/29/2010,241,2010,0.729469566,NA,,,,,,,,,,,,,,,,,,,
Texas,9/14/2010,258,2010,0.630055783,NA,,,,,,,,,,,,,,,,,,,
Texas,9/30/2010,273,2010,0.599913472,NA,,,,,,,,,,,,,,,,,,,
Texas,10/16/2010,289,2010,0.480181651,NA,,,,,,,,,,,,,,,,,,,
Texas,11/1/2010,305,2010,0.222103231,NA,,,,,,,,,,,,,,,,,,,
Texas,11/17/2010,321,2010,0.228036474,NA,,,,,,,,,,,,,,,,,,,
Texas,12/3/2010,337,2010,0.128546146,NA,,,,,,,,,,,,,,,,,,,
Texas,12/19/2010,353,2010,0.083295127,NA,,,,,,,,,,,,,,,,,,,
Texas,1/1/2011,1,2011,0.080862115,NA,,,,,,,,,,,,,,,,,,,
Texas,1/17/2011,17,2011,0.105988036,NA,,,,,,,,,,,,,,,,,,,
Texas,2/2/2011,33,2011,0.083560316,NA,,,,,,,,,,,,,,,,,,,
Texas,2/18/2011,49,2011,0.184785265,NA,,,,,,,,,,,,,,,,,,,
Texas,3/6/2011,65,2011,0.262602536,NA,,,,,,,,,,,,,,,,,,,
Texas,3/22/2011,81,2011,0.457827122,NA,,,,,,,,,,,,,,,,,,,
Texas,4/7/2011,97,2011,0.698842912,NA,,,,,,,,,,,,,,,,,,,
Texas,4/23/2011,113,2011,0.635078636,NA,,,,,,,,,,,,,,,,,,,
Texas,5/9/2011,129,2011,0.730906982,NA,,,,,,,,,,,,,,,,,,,
Texas,5/25/2011,145,2011,0.918109302,NA,,,,,,,,,,,,,,,,,,,
Texas,6/10/2011,161,2011,0.934109257,NA,,,,,,,,,,,,,,,,,,,
Texas,6/26/2011,177,2011,0.850712968,NA,,,,,,,,,,,,,,,,,,,
Texas,7/12/2011,193,2011,0.685541534,NA,,,,,,,,,,,,,,,,,,,
Texas,7/28/2011,209,2011,0.79205421,NA,,,,,,,,,,,,,,,,,,,
Texas,8/13/2011,225,2011,0.707453552,NA,,,,,,,,,,,,,,,,,,,
Texas,8/29/2011,241,2011,0.646720682,NA,,,,,,,,,,,,,,,,,,,
Texas,9/14/2011,258,2011,0.625418983,NA,,,,,,,,,,,,,,,,,,,
Texas,9/30/2011,273,2011,0.54623171,NA,,,,,,,,,,,,,,,,,,,
Texas,10/16/2011,289,2011,0.388720962,NA,,,,,,,,,,,,,,,,,,,
Texas,11/1/2011,305,2011,0.2784285,NA,,,,,,,,,,,,,,,,,,,
Texas,11/17/2011,321,2011,0.225503904,NA,,,,,,,,,,,,,,,,,,,
Texas,12/3/2011,337,2011,0.100464573,NA,,,,,,,,,,,,,,,,,,,
Texas,12/19/2011,353,2011,0.076394898,NA,,,,,,,,,,,,,,,,,,,
Texas,1/1/2012,1,2012,0.125595939,NA,,,,,,,,,,,,,,,,,,,
Texas,1/17/2012,17,2012,0.128912749,NA,,,,,,,,,,,,,,,,,,,
Texas,2/2/2012,33,2012,0.070663692,NA,,,,,,,,,,,,,,,,,,,
Texas,2/18/2012,49,2012,0.160569099,NA,,,,,,,,,,,,,,,,,,,
Texas,3/6/2012,65,2012,0.265132639,NA,,,,,,,,,,,,,,,,,,,
Texas,3/22/2012,81,2012,0.4432427,NA,,,,,,,,,,,,,,,,,,,
Texas,4/7/2012,97,2012,0.566904941,NA,,,,,,,,,,,,,,,,,,,
Texas,4/23/2012,113,2012,0.726962089,NA,,,,,,,,,,,,,,,,,,,
Texas,5/9/2012,129,2012,0.703758441,NA,,,,,,,,,,,,,,,,,,,
Texas,5/25/2012,145,2012,0.868035471,NA,,,,,,,,,,,,,,,,,,,
Texas,6/10/2012,161,2012,0.947381101,NA,,,,,,,,,,,,,,,,,,,
Texas,6/26/2012,177,2012,0.660702545,NA,,,,,,,,,,,,,,,,,,,
Texas,7/12/2012,193,2012,0.742971158,NA,,,,,,,,,,,,,,,,,,,
Texas,7/28/2012,209,2012,0.837055201,NA,,,,,,,,,,,,,,,,,,,
Texas,8/13/2012,225,2012,0.698431153,NA,,,,,,,,,,,,,,,,,,,
Texas,8/29/2012,241,2012,0.726266451,NA,,,,,,,,,,,,,,,,,,,
Texas,9/14/2012,258,2012,0.608499219,NA,,,,,,,,,,,,,,,,,,,
Texas,9/30/2012,273,2012,0.454214938,NA,,,,,,,,,,,,,,,,,,,
Texas,10/16/2012,289,2012,0.426019394,NA,,,,,,,,,,,,,,,,,,,
Texas,11/1/2012,305,2012,0.331929187,NA,,,,,,,,,,,,,,,,,,,
Texas,11/17/2012,321,2012,0.216431482,NA,,,,,,,,,,,,,,,,,,,
Texas,12/3/2012,337,2012,0.162997256,NA,,,,,,,,,,,,,,,,,,,
Texas,12/19/2012,353,2012,0.124483912,NA,,,,,,,,,,,,,,,,,,,
Texas,1/1/2013,1,2013,0.052656314,NA,,,,,,,,,,,,,,,,,,,
Texas,1/17/2013,17,2013,0.179343882,NA,,,,,,,,,,,,,,,,,,,
Texas,2/2/2013,33,2013,0.137643402,NA,,,,,,,,,,,,,,,,,,,
Texas,2/18/2013,49,2013,0.168514879,NA,,,,,,,,,,,,,,,,,,,
Texas,3/6/2013,65,2013,0.276766427,NA,,,,,,,,,,,,,,,,,,,
Texas,3/22/2013,81,2013,0.281617181,NA,,,,,,,,,,,,,,,,,,,
Texas,4/7/2013,97,2013,0.417719074,NA,,,,,,,,,,,,,,,,,,,
Texas,4/23/2013,113,2013,0.49915277,NA,,,,,,,,,,,,,,,,,,,
Texas,5/9/2013,129,2013,0.665572469,NA,,,,,,,,,,,,,,,,,,,
Texas,5/25/2013,145,2013,0.792508528,NA,,,,,,,,,,,,,,,,,,,
Texas,6/10/2013,161,2013,0.9017159,NA,,,,,,,,,,,,,,,,,,,
Texas,6/26/2013,177,2013,0.86748265,NA,,,,,,,,,,,,,,,,,,,
Texas,7/12/2013,193,2013,0.761437841,NA,,,,,,,,,,,,,,,,,,,
Texas,7/28/2013,209,2013,0.817642198,NA,,,,,,,,,,,,,,,,,,,
Texas,8/13/2013,225,2013,0.710543271,NA,,,,,,,,,,,,,,,,,,,
Texas,8/29/2013,241,2013,0.726513225,NA,,,,,,,,,,,,,,,,,,,
Texas,9/14/2013,258,2013,0.58180908,NA,,,,,,,,,,,,,,,,,,,
Texas,9/30/2013,273,2013,0.518481644,NA,,,,,,,,,,,,,,,,,,,
Texas,10/16/2013,289,2013,0.346177397,NA,,,,,,,,,,,,,,,,,,,
Texas,11/1/2013,305,2013,0.23530612,NA,,,,,,,,,,,,,,,,,,,
Texas,11/17/2013,321,2013,0.105834548,NA,,,,,,,,,,,,,,,,,,,
Texas,12/3/2013,337,2013,0.073197171,NA,,,,,,,,,,,,,,,,,,,
